Codice richiesta,80749
Codice Stazione,S4063
Denominazione,COLLE DELL'AGNELLO
Localita',RICOVERINI
UTM X,339885 m
UTM Y,4949696 m
Quota,2685 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
01/01/2018 , 23:59 ,   -11.2 , 0 ,    -7.9 , Z , 01:30 ,    -4.2 , 0
02/01/2018 , 01:05 ,   -12.3 , 0 ,    -9.0 , Z , 23:20 ,    -3.3 , 0
03/01/2018 , 22:25 ,    -6.5 , 0 ,    -3.9 , Z , 08:45 ,    -0.8 , 0
04/01/2018 , 00:05 ,    -6.1 , 0 ,    -2.5 , Z , 13:10 ,    -0.6 , 0
05/01/2018 , 06:35 ,    -4.1 , 0 ,    -1.7 , Z , 11:45 ,     1.8 , 0
06/01/2018 , 07:10 ,    -7.5 , 0 ,    -4.7 , Z , 08:45 ,    -1.2 , 0
07/01/2018 , 02:45 ,    -6.1 , 0 ,    -5.3 , Z , 11:05 ,    -4.2 , 0
08/01/2018 , 23:30 ,    -6.4 , 0 ,    -5.1 , Z , 12:05 ,    -3.5 , 0
09/01/2018 , 22:10 ,   -11.5 , 0 ,    -6.7 , Z , 11:40 ,    -0.8 , 0
10/01/2018 , 02:35 ,   -10.5 , 0 ,    -8.4 , Z , 08:40 ,    -5.9 , 0
11/01/2018 , 05:55 ,   -11.7 , 0 ,    -8.4 , Z , 12:05 ,    -3.6 , 0
12/01/2018 , 22:50 ,   -13.2 , 0 ,    -9.6 , Z , 13:00 ,    -6.0 , 0
13/01/2018 , 19:05 ,   -13.2 , 0 ,    -8.6 , Z , 12:25 ,     2.7 , 0
14/01/2018 , 00:35 ,   -13.2 , 0 ,    -9.4 , Z , 11:00 ,    -4.3 , 0
15/01/2018 , 00:20 ,   -10.1 , 0 ,    -9.0 , Z , 11:05 ,    -7.7 , 0
16/01/2018 , 00:05 ,    -8.5 , 0 ,    -5.7 , Z , 11:40 ,    -2.4 , 0
17/01/2018 , 17:50 ,   -16.4 , 0 ,   -11.3 , Z , 00:05 ,    -6.3 , 0
18/01/2018 , 00:35 ,   -13.2 , 0 ,    -6.7 , Z , 14:05 ,    -2.4 , 0
19/01/2018 , 18:15 ,   -13.3 , 0 ,    -8.5 , Z , 10:55 ,    -3.8 , 0
20/01/2018 , 04:55 ,   -14.7 , 0 ,    -9.1 , Z , 21:25 ,    -4.7 , 0
21/01/2018 , 06:55 ,    -7.8 , 0 ,    -3.7 , Z , 20:55 ,    -1.0 , 0
22/01/2018 , 22:40 ,    -5.2 , 0 ,    -2.1 , Z , 12:40 ,     0.7 , 0
23/01/2018 , 03:00 ,    -5.6 , 0 ,    -2.3 , Z , 21:50 ,    -0.1 , 0
24/01/2018 , 22:55 ,    -4.0 , 0 ,    -1.4 , Z , 09:10 ,     2.5 , 0
25/01/2018 , 23:25 ,    -5.6 , 0 ,    -2.3 , Z , 11:00 ,     2.3 , 0
26/01/2018 , 01:45 ,    -8.2 , 0 ,    -7.0 , Z , 00:05 ,    -5.6 , 0
27/01/2018 , 00:05 ,    -7.1 , 0 ,    -4.6 , Z , 13:35 ,     1.6 , 0
28/01/2018 , 03:15 ,    -3.9 , 0 ,    -0.6 , Z , 10:50 ,    10.3 , 0
29/01/2018 , 00:35 ,    -4.1 , 0 ,     1.4 , Y , 11:25 ,    14.2 , *
30/01/2018 , 20:30 ,    -4.3 , 0 ,     1.3 , Z , 13:15 ,    11.8 , 0
31/01/2018 , 23:05 ,    -7.2 , 0 ,    -4.1 , Z , 13:35 ,    -1.5 , 0
01/02/2018 , 22:40 ,   -13.2 , 0 ,    -9.3 , Z , 00:15 ,    -7.0 , 0
02/02/2018 , 19:40 ,   -13.4 , 0 ,   -10.6 , Z , 12:45 ,    -2.5 , 0
03/02/2018 , 07:15 ,   -16.1 , 0 ,   -13.6 , Z , 23:35 ,   -11.8 , 0
04/02/2018 , 20:25 ,   -15.3 , 0 ,   -11.1 , Z , 14:35 ,    -4.3 , 0
05/02/2018 , 04:15 ,   -13.5 , 0 ,   -12.4 , Z , 11:55 ,   -10.5 , 0
06/02/2018 , 02:40 ,   -12.1 , 0 ,   -10.6 , Z , 12:00 ,    -6.0 , 0
07/02/2018 , 22:00 ,   -14.1 , 0 ,    -9.4 , Z , 13:15 ,     1.4 , 0
08/02/2018 , 23:59 ,   -14.3 , 0 ,    -9.0 , Z , 13:15 ,     0.5 , 0
09/02/2018 , 05:15 ,   -15.2 , 0 ,   -12.2 , Z , 13:10 ,    -5.3 , 0
10/02/2018 , 04:10 ,   -15.5 , 0 ,   -11.2 , Z , 11:40 ,    -2.1 , *
11/02/2018 , 02:05 ,   -10.0 , 0 ,    -7.0 , Z , 14:20 ,    -3.1 , 0
12/02/2018 , 18:00 ,   -16.8 , 0 ,   -13.7 , Z , 00:05 ,    -7.8 , 0
13/02/2018 , 02:55 ,   -18.8 , 0 ,   -14.4 , Y , 09:50 ,    -2.2 , *
14/02/2018 , 03:50 ,   -15.9 , 0 ,   -11.7 , Z , 22:15 ,    -6.8 , 0
15/02/2018 , 04:40 ,    -9.2 , 0 ,    -3.0 , Z , 12:00 ,     5.3 , 0
16/02/2018 , 00:25 ,    -4.1 , 0 ,    -2.0 , Z , 11:00 ,     0.5 , 0
17/02/2018 , 23:59 ,    -9.7 , 0 ,    -3.2 , Z , 13:40 ,    -0.6 , 0
18/02/2018 , 21:25 ,   -13.1 , 0 ,    -8.5 , Z , 08:45 ,    -1.5 , 0
19/02/2018 , 00:05 ,   -12.9 , 0 ,    -9.9 , Z , 10:05 ,    -5.9 , 0
20/02/2018 , 23:59 ,   -13.9 , 0 ,    -9.6 , Y , 12:25 ,     2.5 , *
21/02/2018 , 06:40 ,   -14.8 , 0 ,   -12.3 , Z , 11:45 ,    -4.2 , 0
22/02/2018 , 02:55 ,   -14.0 , 0 ,   -12.2 , Z , 13:15 ,    -9.5 , 0
23/02/2018 , 00:05 ,   -12.5 , 0 ,   -10.2 , Z , 13:20 ,    -2.0 , 0
24/02/2018 , 00:30 ,   -12.1 , 0 ,    -7.3 , Z , 14:30 ,    -3.8 , 0
25/02/2018 , 17:40 ,   -19.6 , 0 ,    -8.4 , Y , 11:10 ,     4.2 , *
26/02/2018 , 23:40 ,   -24.4 , 0 ,   -18.0 , Z , 11:20 ,    -9.2 , 0
27/02/2018 , 01:35 ,   -25.2 , 0 ,   -20.8 , Z , 14:00 ,   -10.0 , 0
28/02/2018 , 00:05 ,   -22.2 , 0 ,   -16.6 , Z , 12:45 ,    -7.4 , 0
01/03/2018 , 00:05 ,   -19.8 , * ,    -7.4 , Y , 12:00 ,     4.5 , 0
02/03/2018 , 17:50 ,   -10.7 , 0 ,    -6.6 , Z , 10:00 ,     4.3 , 0
03/03/2018 , 22:10 ,    -9.9 , 0 ,    -5.0 , Z , 12:45 ,     3.1 , 0
04/03/2018 , 19:30 ,    -9.4 , 0 ,    -5.3 , Y , 10:15 ,     7.2 , *
05/03/2018 , 05:40 ,    -9.2 , 0 ,    -7.5 , Z , 12:25 ,    -3.9 , 0
06/03/2018 , 23:30 ,    -9.4 , 0 ,    -7.7 , Z , 16:05 ,    -3.2 , 0
07/03/2018 , 22:10 ,   -12.5 , 0 ,    -9.3 , Z , 12:45 ,    -2.5 , 0
08/03/2018 , 01:30 ,   -12.7 , 0 ,    -7.9 , Z , 12:25 ,    -3.6 , 0
09/03/2018 , 00:40 ,    -8.0 , 0 ,    -2.5 , Z , 14:40 ,     5.1 , 0
10/03/2018 , 06:30 ,    -4.2 , 0 ,    -1.7 , Z , 10:40 ,     3.3 , 0
11/03/2018 , 18:35 ,    -7.4 , 0 ,    -5.0 , Z , 14:55 ,     0.3 , 0
12/03/2018 , 03:45 ,    -7.8 , 0 ,    -5.4 , Z , 14:10 ,     0.6 , 0
13/03/2018 , 05:25 ,   -10.9 , 0 ,    -7.9 , Z , 15:30 ,    -0.6 , 0
14/03/2018 , 05:40 ,    -9.1 , * ,    -3.4 , Y , 12:00 ,     9.8 , *
15/03/2018 , 23:59 ,    -8.2 , 0 ,    -6.4 , Z , 13:50 ,    -4.5 , 0
16/03/2018 , 04:30 ,   -10.2 , 0 ,    -6.3 , Z , 13:50 ,     0.7 , 0
17/03/2018 , 23:55 ,   -13.0 , 0 ,    -6.9 , Y , 11:30 ,     6.1 , *
18/03/2018 , 00:25 ,   -13.4 , 0 ,    -9.2 , Z , 12:55 ,    -1.8 , 0
19/03/2018 , 06:10 ,   -12.9 , 0 ,    -9.7 , Z , 14:40 ,    -1.8 , 0
20/03/2018 , 04:45 ,   -15.8 , * ,    -9.9 , Y , 10:00 ,     2.1 , *
21/03/2018 , 03:50 ,   -16.3 , 0 ,   -13.3 , Z , 11:15 ,    -6.4 , 0
22/03/2018 , 00:05 ,   -13.2 , 0 ,    -7.7 , Z , 12:45 ,     1.0 , 0
23/03/2018 , 05:10 ,   -12.5 , 0 ,    -7.4 , Z , 11:20 ,     3.0 , *
24/03/2018 , 05:40 ,   -14.0 , 0 ,    -8.5 , Z , 14:15 ,     1.8 , 0
25/03/2018 , 05:25 ,   -12.2 , 0 ,    -7.5 , Y , 11:40 ,     5.6 , *
26/03/2018 , 03:30 ,   -10.2 , 0 ,    -6.9 , Z , 12:40 ,    -0.6 , 0
27/03/2018 , 03:30 ,   -11.0 , 0 ,    -6.3 , Z , 12:30 ,     5.7 , 0
28/03/2018 , 00:55 ,    -5.5 , 0 ,    -2.1 , Z , 07:45 ,     3.6 , 0
29/03/2018 , 23:10 ,    -7.2 , 0 ,    -3.7 , Z , 13:30 ,     1.3 , 0
30/03/2018 , 23:45 ,    -8.3 , 0 ,    -5.1 , Z , 13:55 ,    -1.1 , 0
31/03/2018 , 22:20 ,   -10.6 , 0 ,    -8.4 , Z , 14:35 ,    -3.1 , 0
01/04/2018 , 03:45 ,   -11.9 , 0 ,    -6.8 , Z , 13:45 ,     4.7 , *
02/04/2018 , 01:05 ,    -3.9 , 0 ,     0.7 , Y , 11:40 ,    16.6 , *
03/04/2018 , 21:00 ,    -5.0 , 0 ,    -2.9 , Z , 11:35 ,     1.1 , 0
04/04/2018 , 01:00 ,    -5.3 , * ,    -3.2 , Y , 08:55 ,     5.1 , *
05/04/2018 , 06:50 ,    -6.6 , 0 ,    -3.6 , Z , 14:20 ,     4.9 , 0
06/04/2018 , 23:20 ,    -4.6 , 0 ,     2.6 , Y , 12:10 ,    16.9 , *
07/04/2018 , 02:15 ,    -3.7 , 0 ,     1.9 , Y , 10:45 ,    14.0 , *
08/04/2018 , 22:45 ,    -4.9 , 0 ,    -3.1 , Z , 08:55 ,    -1.9 , 0
09/04/2018 , 22:35 ,    -6.1 , 0 ,    -2.6 , Z , 12:00 ,     6.7 , 0
10/04/2018 , 23:00 ,    -7.4 , 0 ,    -4.9 , Z , 14:20 ,     3.1 , 0
11/04/2018 , 00:05 ,    -7.0 , 0 ,    -5.7 , Z , 13:35 ,    -2.3 , 0
12/04/2018 , 05:10 ,    -8.4 , 0 ,    -6.3 , Z , 11:30 ,    -3.1 , 0
13/04/2018 , 05:45 ,    -8.3 , 0 ,    -2.7 , Z , 11:55 ,     9.0 , 0
14/04/2018 , 00:05 ,    -6.6 , 0 ,    -2.6 , Z , 14:45 ,     1.3 , 0
15/04/2018 , 00:05 ,    -4.6 , 0 ,    -0.9 , Z , 11:10 ,     5.3 , 0
16/04/2018 , 00:45 ,    -3.1 , 0 ,     3.2 , Z , 13:35 ,    14.6 , 0
17/04/2018 , 03:45 ,    -3.5 , * ,     3.7 , Y , 10:35 ,    19.3 , *
18/04/2018 , 02:30 ,    -2.3 , * ,     2.2 , Y , 12:30 ,    14.6 , *
19/04/2018 , 04:20 ,    -1.6 , 0 ,     2.7 , Z , 14:00 ,     9.2 , 0
20/04/2018 , 23:05 ,    -0.3 , 0 ,     3.6 , Z , 13:10 ,     9.2 , 0
21/04/2018 , 03:15 ,    -1.6 , 0 ,     5.3 , Z , 12:35 ,    15.9 , 0
22/04/2018 , 04:25 ,    -1.0 , 0 ,     6.0 , Z , 10:00 ,    16.4 , 0
23/04/2018 , 23:45 ,     0.3 , 0 ,     4.5 , Z , 13:00 ,    12.0 , 0
24/04/2018 , 02:50 ,     0.2 , 0 ,     5.2 , Y , 11:30 ,    17.6 , *
25/04/2018 , 23:40 ,     1.1 , 0 ,     4.3 , Z , 13:45 ,    12.3 , 0
26/04/2018 , 04:20 ,     0.4 , 0 ,     4.7 , Z , 13:25 ,    13.5 , 0
27/04/2018 , 00:35 ,     0.4 , * ,     3.3 , Y , 12:15 ,    14.6 , *
28/04/2018 , 03:45 ,    -2.3 , 0 ,     1.2 , Z , 14:55 ,     4.5 , 0
29/04/2018 , 23:00 ,    -6.3 , 0 ,    -0.3 , Z , 11:55 ,     2.9 , 0
30/04/2018 , 05:15 ,    -6.4 , 0 ,    -3.1 , Z , 10:25 ,     1.7 , 0
01/05/2018 , 05:00 ,    -7.8 , * ,    -3.6 , Y , 08:50 ,     4.0 , *
02/05/2018 , 00:35 ,    -5.1 , 0 ,    -1.2 , Z , 13:30 ,     8.6 , 0
03/05/2018 , 00:05 ,    -1.4 , 0 ,     0.5 , Z , 14:10 ,     4.9 , 0
04/05/2018 , 23:40 ,    -1.0 , 0 ,     1.1 , Z , 12:25 ,     4.8 , 0
05/05/2018 , 04:15 ,    -1.7 , 0 ,     1.4 , Z , 14:05 ,     5.3 , 0
06/05/2018 , 06:25 ,     0.9 , 0 ,     3.9 , Z , 13:55 ,    10.5 , 0
07/05/2018 , 20:20 ,     0.4 , 0 ,     3.7 , Z , 12:05 ,    15.7 , 0
08/05/2018 , 02:30 ,     0.1 , 0 ,     4.0 , Y , 14:00 ,    16.5 , *
09/05/2018 , 22:55 ,    -0.4 , 0 ,     3.3 , Y , 10:15 ,    17.1 , *
10/05/2018 , 04:05 ,    -0.8 , 0 ,     2.4 , Z , 11:55 ,    10.8 , 0
11/05/2018 , 01:05 ,     0.2 , 0 ,     3.1 , Z , 13:05 ,    11.1 , 0
12/05/2018 , 04:05 ,    -1.3 , 0 ,     3.0 , Z , 14:05 ,     8.3 , 0
13/05/2018 , 23:59 ,    -5.3 , 0 ,    -1.0 , Z , 00:05 ,     1.3 , 0
14/05/2018 , 03:15 ,    -7.1 , 0 ,    -3.2 , Z , 09:35 ,     3.4 , *
15/05/2018 , 02:25 ,    -5.0 , * ,     0.7 , Y , 14:40 ,    13.3 , *
16/05/2018 , 03:50 ,    -2.6 , * ,     1.8 , Y , 10:50 ,    17.0 , *
17/05/2018 , 04:40 ,    -3.2 , 0 ,     3.6 , Y , 11:40 ,    19.3 , *
18/05/2018 , 04:45 ,    -2.4 , 0 ,     4.2 , Y , 10:55 ,    20.5 , *
19/05/2018 , 23:20 ,    -1.6 , 0 ,     3.1 , Y , 13:25 ,    15.6 , *
20/05/2018 , 02:35 ,    -1.4 , 0 ,     1.8 , Z , 11:15 ,    10.8 , 0
21/05/2018 , 03:45 ,    -1.2 , 0 ,     0.9 , Z , 11:35 ,     5.8 , 0
22/05/2018 , 01:10 ,    -0.4 , 0 ,     0.9 , Z , 14:45 ,     4.9 , 0
23/05/2018 , 04:30 ,    -0.8 , 0 ,     3.7 , Z , 11:25 ,    14.2 , 0
24/05/2018 , 00:15 ,    -0.6 , 0 ,     4.5 , Z , 13:10 ,    11.4 , 0
25/05/2018 , 02:10 ,     1.1 , 0 ,     7.2 , Z , 08:40 ,    14.3 , *
26/05/2018 , 20:20 ,     3.3 , 0 ,     7.1 , Z , 11:10 ,    16.1 , 0
27/05/2018 , 23:40 ,     2.1 , 0 ,     5.4 , Z , 08:50 ,    10.3 , 0
28/05/2018 , 22:50 ,     0.5 , 0 ,     2.6 , Z , 11:25 ,     3.6 , 0
29/05/2018 , 00:35 ,     0.4 , 0 ,     4.5 , Z , 09:35 ,    12.0 , 0
30/05/2018 , 06:55 ,     2.0 , 0 ,     3.0 , Z , 15:10 ,     3.9 , 0
31/05/2018 , 22:20 ,     0.6 , 0 ,     2.7 , Z , 11:05 ,     6.2 , 0
01/06/2018 , 05:15 ,     0.5 , 0 ,     6.3 , Z , 11:40 ,    14.1 , 0
02/06/2018 , 03:40 ,     1.9 , 0 ,     6.5 , Z , 08:45 ,    14.7 , 0
03/06/2018 , 23:50 ,     2.6 , 0 ,     4.4 , Z , 13:10 ,    10.3 , 0
04/06/2018 , 04:40 ,     1.5 , 0 ,     3.2 , Z , 11:55 ,     9.1 , 0
05/06/2018 , 23:45 ,     2.8 , 0 ,     5.5 , Z , 10:30 ,    12.2 , 0
06/06/2018 , 02:10 ,     2.5 , 0 ,     3.8 , Z , 15:40 ,     7.9 , 0
07/06/2018 , 22:15 ,     2.1 , 0 ,     3.6 , Z , 09:50 ,     8.1 , 0
08/06/2018 , 01:25 ,     1.8 , 0 ,     3.4 , Z , 16:00 ,     6.4 , 0
09/06/2018 , 01:55 ,     3.5 , * ,     7.7 , Y , 11:20 ,    18.6 , *
10/06/2018 , 00:05 ,     5.4 , 0 ,     7.8 , Z , 15:35 ,    11.1 , 0
11/06/2018 , 23:35 ,     3.8 , 0 ,     5.8 , Z , 11:00 ,     9.3 , 0
12/06/2018 , 17:10 ,     1.9 , 0 ,     4.8 , Z , 10:05 ,    13.9 , 0
13/06/2018 , 03:40 ,     1.5 , 0 ,     3.3 , Z , 14:50 ,     6.9 , 0
14/06/2018 , 04:30 ,     1.6 , 0 ,     5.9 , Z , 12:00 ,    11.6 , 0
15/06/2018 , 01:20 ,     1.7 , 0 ,     6.7 , Z , 12:25 ,    15.6 , 0
16/06/2018 , 03:55 ,     1.3 , 0 ,     7.4 , Z , 11:20 ,    16.8 , 0
17/06/2018 , 03:25 ,     3.3 , 0 ,     7.8 , Z , 09:15 ,    13.7 , 0
18/06/2018 , 04:30 ,     3.6 , 0 ,     7.7 , Z , 13:45 ,    13.4 , 0
19/06/2018 , 02:10 ,     3.8 , 0 ,     9.1 , Z , 09:50 ,    15.1 , 0
20/06/2018 , 02:50 ,     4.8 , 0 ,     8.9 , Z , 08:15 ,    13.1 , 0
21/06/2018 , 00:35 ,     6.4 , 0 ,    10.1 , Z , 11:05 ,    17.9 , 0
22/06/2018 , 23:40 ,     4.0 , 0 ,     8.4 , Z , 09:15 ,    12.6 , 0
23/06/2018 , 04:40 ,     1.3 , 0 ,     6.7 , Z , 10:40 ,    12.9 , 0
24/06/2018 , 03:55 ,     1.8 , 0 ,     4.4 , Z , 10:10 ,    10.4 , 0
25/06/2018 , 03:05 ,     2.6 , 0 ,     5.5 , Z , 12:25 ,     9.1 , 0
26/06/2018 , 05:05 ,     3.3 , 0 ,     7.1 , Z , 12:30 ,    11.2 , 0
27/06/2018 , 02:55 ,     4.4 , 0 ,     8.5 , Z , 10:35 ,    14.2 , 0
28/06/2018 , 08:55 ,     3.1 , 0 ,     6.0 , Z , 16:05 ,    10.7 , 0
29/06/2018 , 03:30 ,     4.6 , 0 ,     7.7 , Z , 13:25 ,    11.4 , 0
30/06/2018 , 02:35 ,     5.3 , 0 ,    11.1 , Z , 15:10 ,    16.5 , 0
01/07/2018 , 22:55 ,     7.9 , 0 ,    12.9 , Z , 11:20 ,    17.2 , 0
02/07/2018 , 03:55 ,     7.2 , 0 ,    11.5 , Z , 10:05 ,    16.2 , 0
03/07/2018 , 23:55 ,     6.9 , 0 ,    10.5 , Z , 11:20 ,    16.0 , 0
04/07/2018 , 04:40 ,     6.2 , 0 ,     9.8 , Z , 12:15 ,    14.9 , 0
05/07/2018 , 23:55 ,     3.9 , 0 ,     8.4 , Z , 11:30 ,    13.3 , 0
06/07/2018 , 01:40 ,     3.2 , 0 ,     7.5 , Z , 11:55 ,    13.4 , 0
07/07/2018 , 01:55 ,     4.7 , 0 ,     8.2 , Z , 10:00 ,    12.2 , 0
08/07/2018 , 03:25 ,     4.4 , 0 ,    10.5 , Z , 12:45 ,    15.8 , 0
09/07/2018 , 04:40 ,     5.9 , 0 ,    10.2 , Z , 12:05 ,    15.6 , 0
10/07/2018 , 04:15 ,     5.7 , 0 ,     9.8 , Z , 10:15 ,    14.2 , 0
11/07/2018 , 04:35 ,     3.7 , 0 ,     8.1 , Z , 10:05 ,    11.6 , 0
12/07/2018 , 03:55 ,     4.0 , 0 ,     8.1 , Z , 16:15 ,    12.3 , 0
13/07/2018 , 01:00 ,     5.5 , 0 ,     9.9 , Z , 13:15 ,    16.1 , 0
14/07/2018 , 00:15 ,     6.9 , 0 ,    10.6 , Z , 11:00 ,    16.1 , 0
15/07/2018 , 23:55 ,     5.3 , 0 ,     9.6 , Z , 14:15 ,    15.5 , 0
16/07/2018 , 12:20 ,     5.0 , 0 ,     7.4 , Z , 08:10 ,    12.6 , 0
17/07/2018 , 04:00 ,     4.3 , 0 ,     8.6 , Z , 13:00 ,    14.3 , 0
18/07/2018 , 02:10 ,     4.8 , 0 ,    10.1 , Z , 15:20 ,    13.9 , 0
19/07/2018 , 04:45 ,     5.5 , 0 ,    10.1 , Z , 10:45 ,    14.2 , 0
20/07/2018 , 23:55 ,     6.5 , 0 ,    10.1 , Z , 11:55 ,    15.5 , 0
21/07/2018 , 03:20 ,     3.0 , 0 ,     6.5 , Z , 12:45 ,    11.4 , 0
22/07/2018 , 05:00 ,     4.4 , 0 ,     6.7 , Z , 10:30 ,    11.3 , 0
23/07/2018 , 04:05 ,     5.1 , 0 ,     8.5 , Z , 14:45 ,    12.0 , 0
24/07/2018 , 04:10 ,     5.9 , 0 ,    10.0 , Z , 15:30 ,    15.9 , 0
25/07/2018 , 05:10 ,     6.5 , 0 ,     9.5 , Z , 09:15 ,    13.9 , 0
26/07/2018 , 04:05 ,     5.9 , 0 ,    10.1 , Z , 09:30 ,    15.3 , 0
27/07/2018 , 00:50 ,     6.9 , 0 ,    10.6 , Z , 10:55 ,    15.3 , 0
28/07/2018 , 23:40 ,     7.6 , 0 ,    10.2 , Z , 10:35 ,    13.7 , 0
29/07/2018 , 00:45 ,     7.7 , 0 ,    11.3 , Z , 15:10 ,    15.7 , 0
30/07/2018 , 01:30 ,     8.9 , 0 ,    12.2 , Z , 10:40 ,    15.9 , 0
31/07/2018 , 05:00 ,     8.0 , 0 ,    12.6 , Z , 10:50 ,    17.1 , 0
01/08/2018 , 18:50 ,     7.9 , 0 ,    11.6 , Z , 10:00 ,    16.4 , 0
02/08/2018 , 00:05 ,     9.3 , 0 ,    12.3 , Z , 12:30 ,    15.7 , 0
03/08/2018 , 04:35 ,     7.9 , 0 ,    11.9 , Z , 15:15 ,    16.0 , 0
04/08/2018 , 04:00 ,     8.8 , 0 ,    12.3 , Z , 14:15 ,    16.7 , 0
05/08/2018 , 22:50 ,     7.8 , 0 ,    11.4 , Z , 10:30 ,    15.8 , 0
06/08/2018 , 23:59 ,     7.1 , 0 ,    10.0 , Z , 11:20 ,    14.7 , 0
07/08/2018 , 04:50 ,     6.7 , 0 ,    10.7 , Z , 14:20 ,    16.2 , 0
08/08/2018 , 23:10 ,     5.8 , 0 ,     9.9 , Z , 09:50 ,    14.4 , 0
09/08/2018 , 16:15 ,     4.4 , 0 ,     7.9 , Z , 08:35 ,    12.2 , 0
10/08/2018 , 23:55 ,     5.4 , 0 ,     8.3 , Z , 14:45 ,    13.5 , 0
11/08/2018 , 00:50 ,     5.2 , 0 ,     9.4 , Z , 15:55 ,    13.6 , 0
12/08/2018 , 01:10 ,     5.1 , 0 ,     9.2 , Z , 14:45 ,    13.6 , 0
13/08/2018 , 23:40 ,     4.2 , 0 ,     7.1 , Z , 16:05 ,    12.4 , 0
14/08/2018 , 01:10 ,     4.1 , 0 ,     6.8 , Z , 11:40 ,    12.0 , 0
15/08/2018 , 05:10 ,     4.0 , 0 ,     8.3 , Z , 10:50 ,    12.1 , 0
16/08/2018 , 03:05 ,     4.0 , 0 ,     7.7 , Z , 08:00 ,    11.3 , 0
17/08/2018 , 22:30 ,     5.5 , 0 ,     7.7 , Z , 14:15 ,    12.5 , 0
18/08/2018 , 05:10 ,     3.9 , 0 ,     7.8 , Z , 13:35 ,    12.3 , 0
19/08/2018 , 00:05 ,     5.9 , 0 ,     8.9 , Z , 13:35 ,    12.9 , 0
20/08/2018 , 05:35 ,     6.4 , 0 ,     9.7 , Z , 08:30 ,    12.9 , 0
21/08/2018 , 03:00 ,     5.3 , 0 ,     8.5 , Z , 09:50 ,    12.0 , 0
22/08/2018 , 04:35 ,     4.3 , 0 ,     8.3 , Z , 11:25 ,    12.3 , 0
23/08/2018 , 02:50 ,     5.2 , 0 ,     8.2 , Z , 10:10 ,    13.9 , 0
24/08/2018 , 03:30 ,     5.7 , 0 ,     8.7 , Z , 13:35 ,    14.4 , 0
25/08/2018 , 23:59 ,    -2.5 , 0 ,     5.5 , Z , 11:05 ,    12.4 , 0
26/08/2018 , 00:05 ,    -2.5 , 0 ,     4.5 , Z , 13:10 ,    11.8 , 0
27/08/2018 , 02:40 ,     6.5 , 0 ,    10.7 , Z , 14:45 ,    17.0 , 0
28/08/2018 , 02:25 ,     6.8 , 0 ,    11.1 , Z , 13:45 ,    15.1 , 0
29/08/2018 , 23:55 ,     5.4 , 0 ,     9.4 , Z , 10:35 ,    14.3 , 0
30/08/2018 , 03:30 ,     4.6 , 0 ,     8.0 , Z , 10:40 ,    12.3 , 0
31/08/2018 , 22:50 ,     1.2 , 0 ,     6.4 , Z , 12:35 ,    10.5 , 0
01/09/2018 , 05:05 ,     0.0 , 0 ,     2.5 , Z , 10:35 ,     7.7 , 0
02/09/2018 , 02:30 ,     0.7 , 0 ,     4.2 , Z , 11:40 ,     8.6 , 0
03/09/2018 , 04:20 ,     2.5 , 0 ,     4.6 , Z , 10:50 ,     8.2 , 0
04/09/2018 , 05:40 ,     2.4 , 0 ,     5.5 , Z , 09:30 ,     9.3 , 0
05/09/2018 , 05:40 ,     2.6 , 0 ,     6.9 , Z , 10:45 ,    10.7 , 0
06/09/2018 , 23:50 ,     3.0 , 0 ,     5.1 , Z , 09:20 ,     9.3 , 0
07/09/2018 , 01:55 ,     3.1 , 0 ,     5.9 , Z , 12:35 ,     9.4 , 0
08/09/2018 , 00:35 ,     3.0 , 0 ,     6.8 , Z , 09:40 ,    10.7 , 0
09/09/2018 , 00:50 ,     4.3 , 0 ,     7.6 , Z , 11:25 ,    11.1 , 0
10/09/2018 , 04:25 ,     3.8 , 0 ,     8.4 , Z , 10:20 ,    12.9 , 0
11/09/2018 , 02:50 ,     4.6 , 0 ,    10.1 , Z , 15:10 ,    14.5 , 0
12/09/2018 , 04:00 ,     6.7 , 0 ,     9.7 , Z , 11:50 ,    14.6 , 0
13/09/2018 ,  ,  , 0 ,  , 0 ,  ,  , 0
14/09/2018 , 23:55 ,     5.0 , 0 ,     8.2 , Z , 11:50 ,    12.1 , 0
15/09/2018 , 04:50 ,     5.2 , 0 ,     7.3 , Z , 10:25 ,    10.8 , 0
16/09/2018 , 03:50 ,     3.9 , 0 ,     7.1 , Z , 07:45 ,    10.7 , 0
17/09/2018 , 05:10 ,     3.3 , 0 ,     6.1 , Z , 13:30 ,    10.0 , 0
18/09/2018 , 03:35 ,     2.6 , 0 ,     6.3 , Z , 12:05 ,    10.5 , 0
19/09/2018 , 05:45 ,     4.9 , 0 ,     8.0 , Z , 10:35 ,    12.3 , 0
20/09/2018 , 05:25 ,     4.0 , 0 ,     8.1 , Z , 11:55 ,    12.2 , 0
22/09/2018 , 03:50 ,     5.3 , 0 ,     9.3 , Z , 13:40 ,    14.4 , 0
23/09/2018 , 04:05 ,     7.1 , 0 ,    10.9 , Z , 12:55 ,    16.9 , 0
24/09/2018 , 22:45 ,     0.0 , 0 ,     5.1 , Z , 08:55 ,    10.5 , 0
