Codice richiesta,80749
Codice Stazione,S4063
Denominazione,COLLE DELL'AGNELLO
Localita',RICOVERINI
UTM X,339885 m
UTM Y,4949696 m
Quota,2685 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
25/09/2020 , 21:05 ,    -7.5 , 0 ,    -3.8 , Z , 00:05 ,     1.3 , 0
26/09/2020 , 05:35 ,    -8.4 , 0 ,    -6.9 , Z , 11:35 ,    -5.1 , 0
27/09/2020 , 00:05 ,    -7.3 , 0 ,    -4.8 , Z , 11:10 ,    -2.1 , 0
28/09/2020 , 00:05 ,    -5.1 , 0 ,    -1.7 , Z , 14:25 ,     3.7 , 0
29/09/2020 , 01:25 ,     0.6 , 0 ,     4.2 , Z , 14:05 ,     8.1 , 0
30/09/2020 , 22:30 ,     2.3 , 0 ,     5.6 , Z , 12:20 ,     9.5 , 0
01/10/2020 , 23:40 ,     0.9 , 0 ,     3.5 , Z , 11:45 ,     6.7 , 0
02/10/2020 , 17:30 ,     0.1 , 0 ,     1.5 , Z , 23:35 ,     3.2 , 0
03/10/2020 , 07:10 ,    -5.4 , 0 ,    -2.4 , Z , 00:10 ,     3.1 , 0
04/10/2020 , 01:05 ,    -4.9 , 0 ,    -3.2 , Z , 12:25 ,    -1.3 , 0
05/10/2020 , 07:45 ,    -6.5 , 0 ,    -3.8 , Z , 11:55 ,    -0.2 , 0
06/10/2020 , 01:00 ,    -4.5 , 0 ,    -0.4 , Z , 12:15 ,     4.0 , 0
07/10/2020 , 08:20 ,    -4.6 , 0 ,    -1.6 , Z , 13:40 ,     1.7 , 0
08/10/2020 , 03:45 ,     0.2 , 0 ,     4.1 , Z , 12:15 ,     7.1 , 0
09/10/2020 , 23:55 ,     0.7 , 0 ,     4.0 , Z , 01:05 ,     6.6 , 0
10/10/2020 , 23:50 ,    -3.7 , 0 ,     0.9 , Z , 12:50 ,     4.8 , 0
11/10/2020 , 23:10 ,    -8.0 , 0 ,    -5.1 , Z , 13:20 ,    -1.9 , 0
12/10/2020 , 04:35 ,    -8.3 , 0 ,    -4.9 , Z , 14:15 ,    -0.6 , 0
13/10/2020 , 04:20 ,    -5.9 , 0 ,    -3.5 , Z , 14:00 ,     1.1 , 0
14/10/2020 , 05:25 ,    -6.4 , 0 ,    -4.9 , Z , 10:50 ,    -2.9 , 0
15/10/2020 , 05:10 ,    -6.4 , 0 ,    -5.2 , Z , 23:20 ,    -3.7 , 0
16/10/2020 , 23:55 ,    -5.2 , 0 ,    -4.2 , Z , 12:20 ,    -2.4 , 0
17/10/2020 , 01:10 ,    -5.9 , 0 ,    -2.8 , Z , 12:45 ,     1.1 , 0
18/10/2020 , 04:55 ,    -5.0 , 0 ,    -1.8 , Z , 14:05 ,     1.6 , 0
19/10/2020 , 02:55 ,    -1.5 , 0 ,     1.0 , Z , 09:20 ,     3.7 , 0
20/10/2020 , 02:10 ,    -0.1 , 0 ,     3.0 , Z , 12:05 ,     6.1 , 0
21/10/2020 , 02:15 ,     1.8 , 0 ,     4.0 , Z , 10:00 ,     6.1 , 0
22/10/2020 , 23:55 ,     2.1 , 0 ,     3.3 , Z , 04:15 ,     4.5 , 0
23/10/2020 , 21:30 ,    -2.2 , 0 ,     1.6 , Z , 12:25 ,     4.2 , 0
24/10/2020 , 02:05 ,    -2.9 , 0 ,    -0.4 , Z , 23:20 ,     2.3 , 0
25/10/2020 , 23:20 ,    -1.7 , 0 ,     1.6 , Z , 10:45 ,     5.2 , 0
26/10/2020 , 22:00 ,    -9.2 , 0 ,    -3.3 , Z , 01:30 ,    -0.6 , 0
27/10/2020 , 05:50 ,    -9.6 , 0 ,    -6.3 , Z , 23:59 ,    -0.7 , 0
28/10/2020 , 22:45 ,    -2.5 , 0 ,    -0.5 , Z , 13:45 ,     0.9 , 0
29/10/2020 , 06:30 ,    -2.8 , 0 ,    -0.3 , Z , 23:59 ,     2.1 , 0
30/10/2020 , 01:25 ,     1.9 , 0 ,     5.7 , Z , 14:10 ,     8.2 , 0
31/10/2020 , 21:00 ,     4.3 , 0 ,     6.3 , Z , 08:15 ,     8.3 , 0
01/11/2020 , 17:10 ,     3.6 , 0 ,     5.4 , Z , 08:55 ,     7.7 , 0
02/11/2020 , 22:30 ,     3.1 , Z ,     6.0 , Z , 14:00 ,     8.2 , Z
03/11/2020 , 20:20 ,     1.4 , * ,     3.6 , Y , 10:55 ,     6.2 , *
04/11/2020 , 23:35 ,    -2.7 , 0 ,     1.1 , Z , 08:00 ,     3.3 , 0
05/11/2020 , 01:55 ,    -2.1 , 0 ,     0.5 , Z , 12:25 ,     3.5 , 0
06/11/2020 , 02:20 ,    -2.1 , 0 ,     0.2 , Z , 14:00 ,     2.9 , 0
07/11/2020 , 23:59 ,    -0.3 , 0 ,     2.6 , Z , 09:30 ,     5.9 , 0
08/11/2020 , 20:25 ,    -1.4 , 0 ,    -0.1 , Z , 12:55 ,     1.4 , 0
09/11/2020 , 04:20 ,    -0.9 , 0 ,     1.2 , Z , 10:10 ,     3.7 , 0
10/11/2020 , 20:15 ,    -1.9 , 0 ,     0.5 , Z , 13:40 ,     3.1 , 0
11/11/2020 , 23:55 ,    -2.7 , 0 ,    -0.5 , Z , 13:45 ,     2.4 , 0
12/11/2020 , 06:25 ,    -4.2 , 0 ,    -0.6 , Z , 12:20 ,     3.2 , 0
13/11/2020 , 05:30 ,    -2.9 , 0 ,    -1.0 , Z , 12:40 ,     1.0 , 0
14/11/2020 , 00:50 ,    -1.7 , 0 ,     1.2 , Z , 08:45 ,     4.0 , 0
15/11/2020 , 23:35 ,    -0.5 , 0 ,     1.2 , Z , 09:35 ,     5.9 , *
16/11/2020 , 10:25 ,    -4.5 , 0 ,    -2.4 , Z , 21:20 ,    -0.1 , 0
17/11/2020 , 00:55 ,    -4.7 , 0 ,     2.0 , Z , 11:15 ,     6.6 , 0
18/11/2020 , 00:10 ,     0.8 , 0 ,     5.0 , Z , 08:45 ,     8.2 , 0
19/11/2020 , 23:30 ,    -9.1 , 0 ,     0.5 , Z , 00:05 ,     4.4 , 0
20/11/2020 , 01:55 ,    -9.5 , 0 ,    -6.0 , Z , 19:00 ,    -3.1 , 0
21/11/2020 , 01:30 ,    -5.6 , 0 ,    -0.2 , Z , 23:15 ,     4.1 , 0
22/11/2020 , 19:55 ,     0.7 , 0 ,     4.1 , Z , 09:55 ,     7.9 , 0
23/11/2020 , 23:59 ,    -0.8 , 0 ,     3.0 , Z , 13:40 ,     5.3 , 0
24/11/2020 , 20:05 ,    -5.3 , 0 ,    -3.0 , Z , 01:35 ,    -0.9 , 0
25/11/2020 , 23:25 ,    -5.7 , 0 ,    -3.6 , Z , 10:30 ,    -1.1 , 0
26/11/2020 , 04:15 ,    -6.3 , 0 ,    -3.4 , Z , 13:40 ,    -0.2 , 0
27/11/2020 , 20:35 ,    -7.2 , 0 ,    -3.6 , Z , 02:25 ,    -1.0 , 0
28/11/2020 , 00:10 ,    -5.5 , 0 ,    -4.4 , Z , 20:00 ,    -3.5 , 0
29/11/2020 , 03:40 ,    -6.2 , 0 ,    -2.5 , Z , 10:25 ,     0.8 , 0
30/11/2020 , 19:30 ,    -4.8 , 0 ,    -2.0 , Z , 09:00 ,     0.3 , 0
01/12/2020 , 17:30 ,   -12.0 , 0 ,    -7.1 , Z , 00:30 ,    -3.8 , 0
02/12/2020 , 04:05 ,   -11.0 , 0 ,    -9.8 , Z , 13:40 ,    -8.7 , 0
03/12/2020 , 04:00 ,   -10.4 , 0 ,    -8.1 , Z , 11:10 ,    -5.3 , 0
04/12/2020 , 09:40 ,   -12.1 , 0 ,   -10.0 , Z , 12:20 ,    -8.1 , 0
05/12/2020 , 03:15 ,   -12.2 , 0 ,   -11.0 , Z , 23:59 ,    -8.8 , 0
06/12/2020 , 23:59 ,   -12.7 , 0 ,   -10.7 , Z , 00:55 ,    -8.4 , 0
07/12/2020 , 16:35 ,   -13.2 , 0 ,   -12.2 , Z , 13:15 ,   -10.1 , 0
08/12/2020 , 00:05 ,   -12.5 , 0 ,   -10.5 , Z , 20:15 ,    -8.9 , 0
09/12/2020 , 18:20 ,   -12.0 , 0 ,   -10.7 , Z , 13:10 ,    -9.7 , 0
10/12/2020 , 06:55 ,   -13.0 , 0 ,   -10.3 , Z , 09:55 ,    -6.4 , 0
11/12/2020 , 11:30 ,    -9.4 , 0 ,    -7.2 , Z , 08:30 ,    -5.1 , 0
12/12/2020 , 20:05 ,    -9.0 , 0 ,    -7.8 , Z , 00:05 ,    -6.5 , 0
13/12/2020 , 03:15 ,    -8.9 , 0 ,    -5.2 , Z , 10:15 ,     0.2 , 0
14/12/2020 , 20:15 ,    -1.4 , 0 ,     1.9 , Z , 11:35 ,     5.9 , 0
15/12/2020 , 23:50 ,    -4.3 , 0 ,    -1.9 , Z , 01:00 ,    -0.1 , 0
16/12/2020 , 06:40 ,    -6.1 , 0 ,    -2.6 , Z , 18:45 ,     0.5 , 0
17/12/2020 , 08:40 ,    -5.6 , 0 ,    -3.6 , Z , 03:00 ,    -1.6 , 0
18/12/2020 , 21:20 ,    -7.6 , 0 ,    -3.9 , Z , 10:05 ,     3.0 , 0
19/12/2020 , 03:45 ,    -7.9 , 0 ,    -4.4 , Z , 10:15 ,    -2.1 , 0
20/12/2020 , 21:10 ,    -5.7 , 0 ,    -3.8 , Z , 11:55 ,    -1.1 , 0
21/12/2020 , 01:40 ,    -5.5 , 0 ,    -3.2 , Z , 23:50 ,    -0.5 , 0
22/12/2020 , 17:25 ,    -1.3 , 0 ,     0.0 , Z , 23:15 ,     1.4 , 0
23/12/2020 , 21:20 ,    -1.9 , 0 ,    -0.5 , Z , 00:45 ,     1.0 , 0
24/12/2020 , 18:50 ,    -8.9 , 0 ,    -4.8 , Z , 00:05 ,    -0.7 , 0
25/12/2020 , 07:50 ,   -14.2 , 0 ,   -12.4 , Z , 01:40 ,    -8.6 , 0
26/12/2020 , 00:10 ,   -12.8 , 0 ,   -10.0 , Z , 23:40 ,    -6.4 , 0
27/12/2020 , 17:55 ,    -9.9 , 0 ,    -7.4 , Z , 07:55 ,    -4.5 , 0
28/12/2020 , 16:55 ,   -13.2 , 0 ,   -10.3 , Z , 06:05 ,    -8.1 , 0
29/12/2020 , 23:05 ,   -12.6 , 0 ,   -11.0 , Z , 10:30 ,    -9.3 , 0
30/12/2020 , 15:55 ,   -14.2 , 0 ,   -12.5 , Z , 10:35 ,   -10.7 , 0
31/12/2020 , 00:50 ,   -13.0 , 0 ,   -10.1 , Z , 11:30 ,    -8.5 , 0
01/01/2021 , 06:15 ,   -12.6 , 0 ,   -11.4 , Z , 00:25 ,    -9.1 , 0
02/01/2021 , 01:15 ,   -11.5 , 0 ,   -10.1 , Z , 17:35 ,    -9.2 , 0
03/01/2021 , 20:50 ,   -14.6 , 0 ,   -11.0 , Z , 02:25 ,    -9.2 , 0
04/01/2021 , 00:05 ,   -13.1 , 0 ,   -11.5 , Z , 11:25 ,    -9.9 , 0
05/01/2021 , 02:55 ,   -13.4 , 0 ,   -12.7 , Z , 11:30 ,   -10.6 , 0
06/01/2021 , 22:10 ,   -14.9 , 0 ,   -13.9 , Z , 11:10 ,   -13.1 , 0
07/01/2021 , 23:25 ,   -14.8 , 0 ,   -13.0 , Z , 09:50 ,    -9.3 , 0
08/01/2021 , 01:55 ,   -15.7 , 0 ,   -12.5 , Z , 10:30 ,    -5.6 , 0
09/01/2021 , 03:05 ,   -16.4 , 0 ,   -13.9 , Z , 04:15 ,   -11.6 , 0
10/01/2021 , 00:45 ,   -14.6 , 0 ,   -12.1 , Z , 18:05 ,    -9.5 , 0
11/01/2021 , 01:10 ,   -11.1 , 0 ,    -7.0 , Z , 13:50 ,    -4.9 , 0
12/01/2021 , 08:50 ,    -8.7 , 0 ,    -7.5 , Z , 23:35 ,    -6.0 , 0
13/01/2021 , 00:15 ,    -6.1 , 0 ,    -4.9 , Z , 20:35 ,    -2.8 , 0
14/01/2021 , 23:25 ,    -7.7 , 0 ,    -5.0 , Z , 13:15 ,    -3.1 , 0
15/01/2021 , 22:55 ,   -11.0 , 0 ,    -8.3 , Z , 18:25 ,    -7.1 , 0
16/01/2021 , 03:35 ,   -11.1 , 0 ,    -9.2 , Z , 22:35 ,    -6.4 , 0
17/01/2021 , 20:45 ,   -12.7 , 0 ,    -9.6 , Z , 00:05 ,    -7.2 , 0
18/01/2021 , 03:50 ,   -12.2 , 0 ,   -10.2 , Z , 21:40 ,    -7.7 , 0
19/01/2021 , 00:40 ,    -9.5 , 0 ,    -6.9 , Z , 16:15 ,    -5.0 , 0
20/01/2021 , 05:25 ,   -10.6 , 0 ,    -7.1 , Z , 12:50 ,    -3.7 , 0
21/01/2021 , 01:05 ,    -9.2 , 0 ,    -5.6 , Z , 19:40 ,    -3.5 , 0
22/01/2021 , 23:55 ,   -11.1 , 0 ,    -5.7 , Z , 07:50 ,    -3.6 , 0
23/01/2021 , 04:30 ,   -14.2 , 0 ,   -11.8 , Z , 13:45 ,    -9.7 , 0
24/01/2021 , 16:05 ,   -15.0 , 0 ,   -12.6 , Z , 01:20 ,   -10.5 , 0
25/01/2021 , 21:45 ,   -17.7 , 0 ,   -14.3 , Z , 03:15 ,   -10.7 , 0
26/01/2021 , 00:10 ,   -17.3 , 0 ,   -12.4 , Z , 20:40 ,    -8.8 , 0
27/01/2021 , 00:10 ,    -9.4 , 0 ,    -5.6 , Z , 13:20 ,    -2.9 , 0
28/01/2021 , 00:20 ,    -4.9 , 0 ,    -2.8 , Z , 10:00 ,    -1.3 , 0
29/01/2021 , 22:35 ,    -8.5 , 0 ,    -4.9 , Z , 00:40 ,    -1.5 , 0
30/01/2021 , 01:05 ,    -8.9 , 0 ,    -4.6 , Z , 10:05 ,    -0.3 , 0
31/01/2021 , 05:20 ,    -8.1 , 0 ,    -6.3 , Z , 20:20 ,    -4.2 , 0
01/02/2021 , 01:30 ,    -7.0 , 0 ,    -5.8 , Z , 13:50 ,    -4.7 , 0
02/02/2021 , 04:55 ,    -6.8 , 0 ,    -3.4 , Z , 23:05 ,     0.4 , 0
03/02/2021 , 23:55 ,    -2.9 , 0 ,    -0.4 , Z , 09:20 ,     2.5 , 0
04/02/2021 , 00:30 ,    -3.0 , 0 ,     0.3 , Z , 14:50 ,     2.8 , 0
05/02/2021 , 18:15 ,    -0.9 , 0 ,     0.8 , Z , 02:20 ,     2.5 , 0
06/02/2021 , 20:05 ,    -5.8 , 0 ,    -2.2 , Z , 03:25 ,     1.0 , 0
07/02/2021 , 23:45 ,   -14.4 , 0 ,    -7.0 , Z , 12:35 ,    -3.4 , 0
08/02/2021 , 02:15 ,   -14.7 , 0 ,    -9.3 , Z , 21:50 ,    -5.1 , 0
09/02/2021 , 05:35 ,    -8.1 , 0 ,    -6.7 , Z , 11:30 ,    -4.0 , 0
10/02/2021 , 23:55 ,    -9.8 , 0 ,    -8.1 , Z , 01:55 ,    -5.8 , 0
11/02/2021 , 01:05 ,   -10.4 , 0 ,    -6.5 , Z , 11:20 ,    -2.4 , 0
12/02/2021 , 20:50 ,    -6.2 , 0 ,    -4.5 , Z , 09:15 ,    -3.0 , 0
13/02/2021 , 23:55 ,   -18.2 , 0 ,    -8.6 , Z , 10:55 ,    -5.7 , 0
14/02/2021 , 05:30 ,   -20.6 , 0 ,   -13.8 , Z , 22:55 ,    -5.1 , 0
15/02/2021 , 00:35 ,    -7.3 , 0 ,    -3.8 , Z , 12:00 ,    -1.6 , 0
16/02/2021 , 23:59 ,    -4.3 , 0 ,    -1.3 , Z , 14:35 ,     1.8 , 0
17/02/2021 , 06:10 ,    -6.5 , 0 ,    -3.3 , Z , 13:45 ,    -1.0 , 0
18/02/2021 , 04:35 ,    -4.3 , 0 ,    -2.3 , Z , 14:25 ,     0.7 , 0
19/02/2021 , 03:15 ,    -5.0 , 0 ,    -3.1 , Z , 11:35 ,    -0.1 , 0
20/02/2021 , 04:10 ,    -4.5 , 0 ,    -0.8 , Z , 14:35 ,     2.5 , 0
21/02/2021 , 23:40 ,    -7.7 , 0 ,    -3.8 , Z , 00:05 ,     1.1 , 0
22/02/2021 , 01:30 ,    -7.8 , 0 ,    -4.6 , Z , 21:20 ,    -1.1 , 0
23/02/2021 , 02:50 ,    -2.9 , 0 ,    -0.4 , Z , 13:10 ,     3.0 , 0
24/02/2021 , 04:20 ,    -2.5 , 0 ,     1.2 , Z , 08:50 ,     4.8 , 0
25/02/2021 , 23:35 ,    -0.1 , 0 ,     2.4 , Z , 08:35 ,     5.1 , 0
26/02/2021 , 22:45 ,    -1.7 , 0 ,     0.7 , Z , 10:15 ,     2.9 , 0
27/02/2021 , 05:15 ,    -5.8 , 0 ,    -4.4 , Z , 00:05 ,    -0.3 , 0
28/02/2021 , 07:35 ,    -7.7 , 0 ,    -5.6 , Z , 14:45 ,    -3.2 , 0
01/03/2021 , 22:15 ,    -7.7 , 0 ,    -5.0 , Z , 10:55 ,    -0.5 , 0
02/03/2021 , 00:50 ,    -7.9 , 0 ,    -2.6 , Z , 13:05 ,     0.2 , 0
03/03/2021 , 23:40 ,    -2.4 , 0 ,    -0.9 , Z , 10:05 ,     0.2 , 0
04/03/2021 , 23:40 ,    -6.8 , 0 ,    -3.3 , Z , 12:55 ,    -1.0 , 0
05/03/2021 , 03:35 ,    -7.9 , 0 ,    -5.2 , Z , 14:15 ,    -0.9 , 0
06/03/2021 , 05:35 ,    -9.4 , 0 ,    -7.2 , Z , 19:25 ,    -5.8 , 0
07/03/2021 , 06:25 ,    -8.2 , 0 ,    -6.3 , Z , 13:40 ,    -4.2 , 0
08/03/2021 , 23:05 ,    -9.1 , 0 ,    -6.6 , Z , 08:25 ,    -2.9 , 0
09/03/2021 , 22:10 ,   -10.9 , 0 ,    -7.9 , Z , 12:25 ,    -3.3 , 0
10/03/2021 , 03:25 ,   -11.0 , 0 ,    -7.2 , Z , 15:10 ,    -2.4 , 0
11/03/2021 , 01:30 ,    -5.8 , 0 ,    -2.2 , Z , 14:05 ,     2.7 , 0
12/03/2021 , 22:15 ,   -10.9 , 0 ,    -6.6 , Z , 10:10 ,    -3.0 , 0
13/03/2021 , 00:05 ,   -10.6 , 0 ,    -6.8 , Z , 13:40 ,    -2.6 , 0
14/03/2021 , 08:50 ,   -12.9 , 0 ,   -11.0 , Z , 00:25 ,    -7.3 , 0
15/03/2021 , 05:45 ,   -12.7 , 0 ,    -9.8 , Z , 11:20 ,    -5.7 , 0
16/03/2021 , 04:30 ,   -14.9 , 0 ,   -10.3 , Z , 14:05 ,    -5.4 , 0
17/03/2021 , 23:45 ,   -12.3 , 0 ,    -8.8 , Z , 13:05 ,    -5.5 , 0
18/03/2021 , 03:20 ,   -14.0 , 0 ,   -12.0 , Z , 07:35 ,   -10.2 , 0
19/03/2021 , 20:05 ,   -15.9 , 0 ,   -12.8 , Z , 13:20 ,    -8.3 , 0
20/03/2021 , 04:15 ,   -16.9 , 0 ,   -12.0 , Z , 23:15 ,    -8.2 , 0
21/03/2021 , 23:45 ,    -9.3 , 0 ,    -5.7 , Z , 13:05 ,    -0.5 , 0
22/03/2021 , 03:05 ,   -10.8 , 0 ,    -5.6 , Z , 15:10 ,    -1.7 , 0
23/03/2021 , 04:05 ,    -8.6 , 0 ,    -4.5 , Z , 14:05 ,    -0.9 , 0
24/03/2021 , 05:30 ,    -5.1 , 0 ,    -1.6 , Z , 14:45 ,     3.6 , 0
25/03/2021 , 22:30 ,    -5.5 , 0 ,    -1.3 , Z , 12:00 ,     3.3 , 0
26/03/2021 , 00:20 ,    -5.0 , 0 ,    -2.3 , Z , 13:55 ,     3.1 , 0
27/03/2021 , 08:20 ,    -4.6 , 0 ,    -2.6 , Z , 14:55 ,     1.6 , 0
28/03/2021 , 03:55 ,    -3.7 , 0 ,    -0.6 , Z , 15:05 ,     3.7 , 0
29/03/2021 , 01:40 ,    -2.9 , 0 ,     1.4 , Z , 12:30 ,     5.1 , 0
30/03/2021 , 22:25 ,    -0.4 , 0 ,     2.1 , Z , 12:00 ,     5.4 , 0
31/03/2021 , 03:00 ,    -1.1 , 0 ,     2.4 , Z , 12:20 ,     5.5 , 0
01/04/2021 , 00:40 ,     0.4 , 0 ,     2.2 , Z , 12:35 ,     5.4 , 0
02/04/2021 , 23:25 ,    -0.8 , 0 ,     2.4 , Z , 15:30 ,     6.6 , 0
03/04/2021 , 22:45 ,    -5.2 , 0 ,    -0.8 , Z , 10:15 ,     4.0 , 0
04/04/2021 , 04:00 ,    -6.3 , 0 ,    -3.1 , Z , 12:20 ,     1.6 , 0
05/04/2021 , 23:55 ,    -6.0 , 0 ,    -2.5 , Z , 13:20 ,     3.1 , 0
06/04/2021 , 23:59 ,   -16.0 , 0 ,    -8.4 , Z , 12:20 ,    -3.0 , 0
07/04/2021 , 04:05 ,   -18.2 , 0 ,   -13.9 , Z , 15:40 ,    -9.2 , 0
08/04/2021 , 01:35 ,   -12.1 , 0 ,    -6.3 , Z , 13:55 ,    -0.4 , 0
09/04/2021 , 06:10 ,    -6.7 , 0 ,    -4.6 , Z , 10:55 ,    -1.2 , 0
10/04/2021 , 03:50 ,    -7.0 , 0 ,    -5.4 , Z , 15:15 ,    -3.2 , 0
11/04/2021 , 00:05 ,    -6.8 , 0 ,    -3.8 , Z , 08:50 ,    -0.1 , 0
12/04/2021 , 22:55 ,   -11.8 , 0 ,    -5.9 , Z , 09:45 ,    -0.7 , 0
13/04/2021 , 01:00 ,   -12.0 , 0 ,    -8.0 , Z , 15:40 ,    -1.5 , 0
14/04/2021 , 23:55 ,    -9.4 , 0 ,    -7.1 , Z , 11:30 ,    -2.9 , 0
15/04/2021 , 03:20 ,   -12.6 , 0 ,    -9.8 , Z , 14:35 ,    -6.2 , 0
16/04/2021 , 21:40 ,   -12.4 , 0 ,   -10.4 , Z , 13:50 ,    -6.9 , 0
17/04/2021 , 03:10 ,   -12.5 , 0 ,    -9.6 , Z , 13:50 ,    -4.3 , 0
18/04/2021 , 02:40 ,   -11.8 , 0 ,    -8.0 , Z , 13:55 ,    -2.2 , 0
19/04/2021 , 05:15 ,   -10.4 , 0 ,    -6.5 , Z , 14:15 ,    -1.0 , 0
20/04/2021 , 00:40 ,    -8.1 , 0 ,    -4.9 , Z , 10:55 ,    -1.2 , 0
21/04/2021 , 02:50 ,    -6.7 , 0 ,    -5.2 , Z , 09:45 ,    -3.5 , 0
22/04/2021 , 05:25 ,    -7.7 , 0 ,    -3.9 , Z , 13:20 ,    -0.2 , 0
23/04/2021 , 04:50 ,    -6.4 , 0 ,    -1.9 , Z , 13:55 ,     2.1 , 0
24/04/2021 , 05:15 ,    -4.7 , 0 ,     0.4 , Z , 15:00 ,     6.1 , 0
25/04/2021 , 02:55 ,    -1.6 , 0 ,     2.0 , Z , 13:40 ,     6.3 , 0
26/04/2021 , 21:25 ,    -4.5 , 0 ,    -0.7 , Z , 01:05 ,     2.6 , 0
27/04/2021 , 00:05 ,    -3.9 , 0 ,    -2.6 , Z , 11:45 ,    -0.5 , 0
28/04/2021 , 04:15 ,    -3.4 , 0 ,    -1.7 , Z , 09:00 ,     0.3 , 0
29/04/2021 , 21:30 ,    -2.1 , 0 ,    -1.3 , Z , 08:20 ,     0.1 , 0
30/04/2021 , 21:10 ,    -2.4 , 0 ,    -1.0 , Z , 11:40 ,     2.2 , 0
01/05/2021 , 23:55 ,    -5.2 , 0 ,    -2.0 , Z , 02:40 ,    -0.3 , 0
02/05/2021 , 21:35 ,    -8.2 , 0 ,    -6.0 , Z , 14:35 ,    -3.1 , 0
03/05/2021 , 03:25 ,    -8.9 , 0 ,    -3.6 , Z , 13:20 ,     2.4 , 0
04/05/2021 , 00:05 ,    -4.4 , 0 ,    -1.7 , Z , 13:00 ,     1.7 , 0
05/05/2021 , 22:50 ,    -5.3 , 0 ,    -2.3 , Z , 14:15 ,     1.3 , 0
06/05/2021 , 00:15 ,    -5.3 , 0 ,    -1.4 , Z , 07:55 ,     1.5 , 0
07/05/2021 , 20:05 ,    -3.0 , 0 ,    -0.5 , Z , 14:25 ,     3.1 , 0
08/05/2021 , 05:25 ,    -0.8 , 0 ,     3.0 , Z , 15:05 ,     6.4 , 0
09/05/2021 , 23:15 ,    -0.2 , 0 ,     2.3 , Z , 10:15 ,     5.4 , 0
10/05/2021 , 19:40 ,    -1.7 , 0 ,    -0.4 , Z , 06:30 ,     1.2 , 0
11/05/2021 , 23:55 ,    -5.9 , 0 ,    -2.1 , Z , 09:15 ,     0.1 , 0
12/05/2021 , 05:00 ,    -7.5 , 0 ,    -3.9 , Z , 14:45 ,     0.4 , 0
13/05/2021 , 04:50 ,    -6.2 , 0 ,    -3.4 , Z , 14:15 ,     0.0 , 0
14/05/2021 , 23:10 ,    -6.6 , 0 ,    -3.3 , Z , 09:20 ,     2.2 , 0
15/05/2021 , 00:45 ,    -7.1 , 0 ,    -2.0 , Z , 09:50 ,     0.2 , 0
16/05/2021 , 23:55 ,    -4.3 , 0 ,    -1.0 , Z , 10:40 ,     1.4 , 0
17/05/2021 , 05:30 ,    -6.2 , 0 ,    -3.6 , Z , 13:50 ,    -0.1 , 0
18/05/2021 , 03:45 ,    -5.6 , 0 ,    -1.7 , Z , 10:50 ,     3.8 , 0
19/05/2021 , 03:50 ,    -7.1 , 0 ,    -4.0 , Z , 13:00 ,     2.2 , 0
20/05/2021 , 02:45 ,    -7.1 , 0 ,    -1.6 , Z , 15:30 ,     4.4 , 0
21/05/2021 , 22:50 ,    -1.0 , 0 ,     1.5 , Z , 12:05 ,     5.4 , 0
22/05/2021 , 02:40 ,    -3.1 , 0 ,    -0.4 , Z , 10:10 ,     1.6 , 0
23/05/2021 , 05:35 ,    -2.0 , 0 ,     0.2 , Z , 15:15 ,     4.9 , 0
24/05/2021 , 23:30 ,    -4.4 , 0 ,    -0.9 , Z , 12:35 ,     1.9 , 0
25/05/2021 , 05:00 ,    -6.5 , 0 ,    -2.2 , Z , 15:50 ,     2.7 , 0
26/05/2021 , 03:20 ,    -1.5 , 0 ,     2.5 , Z , 15:35 ,     7.1 , 0
27/05/2021 , 03:30 ,    -1.0 , 0 ,     2.9 , Z , 14:35 ,     7.4 , 0
28/05/2021 , 05:20 ,     0.5 , 0 ,     4.1 , Z , 14:45 ,     8.2 , 0
29/05/2021 , 23:59 ,     2.3 , 0 ,     4.6 , Z , 13:30 ,     7.7 , 0
30/05/2021 , 22:20 ,     0.0 , 0 ,     2.6 , Z , 13:10 ,     5.8 , 0
31/05/2021 , 00:10 ,     0.0 , 0 ,     2.7 , Z , 14:20 ,     7.1 , 0
01/06/2021 , 04:35 ,     0.6 , 0 ,     3.0 , Z , 13:00 ,     6.4 , 0
02/06/2021 , 04:45 ,     1.1 , 0 ,     2.4 , Z , 18:45 ,     3.1 , 0
03/06/2021 , 03:50 ,     1.1 , 0 ,     4.2 , Z , 07:10 ,     8.2 , 0
04/06/2021 , 03:40 ,     2.3 , 0 ,     5.2 , Z , 11:10 ,     8.1 , 0
05/06/2021 , 05:20 ,     3.1 , 0 ,     5.2 , Z , 15:50 ,     7.8 , 0
06/06/2021 , 02:20 ,     1.2 , 0 ,     4.3 , Z , 08:40 ,     6.3 , 0
07/06/2021 , 23:45 ,     1.6 , 0 ,     3.7 , Z , 13:55 ,     7.3 , 0
08/06/2021 , 02:55 ,     0.5 , 0 ,     3.2 , Z , 15:05 ,     6.6 , 0
09/06/2021 , 03:45 ,     1.6 , 0 ,     4.5 , Z , 13:30 ,     6.8 , 0
10/06/2021 , 04:15 ,     3.7 , 0 ,     5.5 , Z , 12:35 ,     8.1 , 0
11/06/2021 , 04:55 ,     3.6 , 0 ,     6.3 , Z , 09:10 ,     9.2 , 0
